"","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"1",65,52,351,3209,133,-14,147,105,36,105,21,2900,505,70,65,1419,227,1419,244
"2",138,44,251,4448,224,50,175,184,78,196,76,3478,468,178,30,1308,544,1007,640
"3",60,52,318,3785,140,-23,163,94,9,108,8,2550,382,73,51,1054,245,1025,334
"4",57,52,319,3769,138,-25,163,96,7,106,6,2654,379,80,48,1072,268,1020,362
"5",115,48,277,4227,200,27,172,136,57,169,56,2469,336,132,32,974,414,653,497
"6",117,52,335,3474,188,32,156,160,85,160,68,2427,413,63,62,1140,199,1140,223
"7",63,55,355,3374,135,-20,155,105,32,105,16,3082,590,63,75,1642,193,1642,233
"8",79,52,312,3903,161,-6,167,115,27,129,26,2301,389,57,59,1038,193,1028,266
"9",127,42,253,4249,211,43,167,149,108,183,69,4010,587,205,37,1733,617,947,778
"10",33,48,307,3744,112,-45,157,67,-15,82,-18,2683,368,98,41,1044,318,970,436
"11",166,33,278,2924,219,100,119,201,124,201,124,2779,578,45,84,1645,143,1645,143
"12",227,35,196,4846,314,136,178,251,207,290,159,3242,457,161,35,1346,500,695,687
"13",118,53,301,4144,203,27,176,155,80,170,60,2265,417,55,65,1088,189,1082,259
"14",51,47,299,3792,131,-27,158,91,2,101,0,2742,377,128,36,1048,396,818,470
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",40,55,363,3247,111,-40,151,81,11,81,-5,3359,582,74,66,1625,231,1625,359
"18",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"19",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"20",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"21",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"22",44,48,303,3814,123,-36,159,78,-6,93,-8,2411,350,87,43,970,285,912,389
"23",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"24",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"25",56,48,299,3896,137,-25,162,91,6,107,3,2218,357,74,50,964,244,898,335
"26",67,47,286,3990,149,-14,163,103,15,119,13,2530,337,104,36,950,332,835,444
"27",44,48,303,3814,123,-36,159,78,-6,93,-8,2411,350,87,43,970,285,912,389
"28",43,47,302,3724,121,-35,156,62,-6,91,-8,2869,401,135,36,1117,417,850,491
"29",57,47,296,3840,137,-22,159,77,7,107,5,2636,371,132,35,1039,408,708,482
"30",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"31",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"32",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"33",67,47,286,3990,149,-14,163,103,15,119,13,2530,337,104,36,950,332,835,444
"34",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"35",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"36",42,47,303,3727,121,-35,156,61,-6,91,-8,2829,397,135,36,1101,415,823,490
"37",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"38",38,48,304,3782,117,-41,158,72,-11,88,-13,2626,350,98,40,1001,320,929,437
"39",67,46,285,3993,148,-14,163,109,15,119,13,2562,335,114,32,948,362,754,480
"40",97,48,283,4099,181,12,168,139,42,150,41,2126,287,93,38,788,293,686,352
"41",75,47,288,3953,156,-7,162,95,23,126,21,2731,411,147,36,1145,447,643,526
"42",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"43",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"44",241,34,235,3704,302,159,143,284,207,284,186,1719,420,13,101,1167,45,1167,55
"45",241,34,235,3704,302,159,143,284,207,284,186,1719,420,13,101,1167,45,1167,55
"46",128,41,314,3053,187,56,132,165,85,165,85,2547,512,44,79,1451,144,1451,144
"47",249,21,202,2824,294,190,104,282,222,282,207,2122,494,29,94,1394,90,1205,94
"48",98,53,323,3747,177,13,165,137,46,145,46,2879,423,76,55,1245,260,1167,260
"49",205,40,220,4808,290,110,180,246,201,266,137,1944,322,38,61,946,115,763,338
"50",128,41,314,3053,187,56,132,165,85,165,85,2547,512,44,79,1451,144,1451,144
"51",71,52,351,3226,139,-9,148,111,42,111,26,2942,493,67,65,1402,215,1402,239
"52",111,55,337,3623,186,23,163,156,77,156,60,2856,576,51,81,1592,157,1592,189
"53",111,55,337,3623,186,23,163,156,77,156,60,2856,576,51,81,1592,157,1592,189
"54",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"55",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"56",94,48,284,4092,178,10,168,115,75,147,38,2258,291,115,33,835,359,660,428
"57",241,33,229,3761,302,159,143,285,206,285,185,1618,387,13,100,1078,44,1078,53
"58",55,47,292,3907,135,-25,160,96,4,106,1,2528,316,105,35,933,333,830,444
"59",55,47,292,3907,135,-25,160,96,4,106,1,2528,316,105,35,933,333,830,444
"60",71,52,351,3226,139,-9,148,111,42,111,26,2942,493,67,65,1402,215,1402,239
"61",71,52,351,3226,139,-9,148,111,42,111,26,2942,493,67,65,1402,215,1402,239
"62",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"63",63,52,316,3803,144,-19,164,103,13,113,12,2667,369,83,47,1083,279,989,374
"64",67,52,314,3836,148,-16,164,107,16,117,15,2548,363,84,44,1047,282,886,377
"65",94,50,292,4090,176,6,169,130,58,146,37,2189,437,44,74,1155,137,1115,251
"66",57,52,319,3769,138,-25,163,96,7,106,6,2654,379,80,48,1072,268,1020,362
"67",84,51,308,3913,166,-1,167,125,31,134,31,2245,314,74,46,913,248,812,323
