"","code","scientificname","WI"
"2024",9,"Boschniakia himalaica",89.4
"2025",9,"Boschniakia himalaica",89.4
"2026",9,"Boschniakia himalaica",89.6
"2027",9,"Boschniakia himalaica",89.6
"2028",9,"Boschniakia himalaica",89.6
"2029",9,"Boschniakia himalaica",89.6
"2030",9,"Boschniakia himalaica",89.6
"2031",9,"Boschniakia himalaica",89.6
"2032",9,"Boschniakia himalaica",89.6
"2033",9,"Boschniakia himalaica",89.6
"2034",9,"Boschniakia himalaica",89.6
"2035",9,"Boschniakia himalaica",89.6
"2036",9,"Boschniakia himalaica",89.6
"2037",9,"Boschniakia himalaica",89.6
"2038",9,"Boschniakia himalaica",89.6
"2039",9,"Boschniakia himalaica",89.6
"2040",9,"Boschniakia himalaica",89.6
"2041",9,"Boschniakia himalaica",89.6
"2042",9,"Boschniakia himalaica",89.6
"2043",9,"Boschniakia himalaica",89.6
"2044",9,"Boschniakia himalaica",89.6
"2045",9,"Boschniakia himalaica",89.6
"2046",9,"Boschniakia himalaica",81.6
"2047",9,"Boschniakia himalaica",47.6
"2048",9,"Boschniakia himalaica",92.5
"2049",9,"Boschniakia himalaica",28.8
"2050",9,"Boschniakia himalaica",13.1
"2051",9,"Boschniakia himalaica",13.1
"2052",9,"Boschniakia himalaica",31.8
"2053",9,"Boschniakia himalaica",21.1
"2054",9,"Boschniakia himalaica",29.6
"2055",9,"Boschniakia himalaica",46.6
"2056",9,"Boschniakia himalaica",46.6
"2057",9,"Boschniakia himalaica",46.6
"2058",9,"Boschniakia himalaica",46.6
"2059",9,"Boschniakia himalaica",46.6
"2060",9,"Boschniakia himalaica",46.6
"2061",9,"Boschniakia himalaica",46.6
"2062",9,"Boschniakia himalaica",46.6
"2063",9,"Boschniakia himalaica",46.6
"2064",9,"Boschniakia himalaica",46.6
"2065",9,"Boschniakia himalaica",46.6
"2066",9,"Boschniakia himalaica",46.6
"2067",9,"Boschniakia himalaica",46.6
"2068",9,"Boschniakia himalaica",46.6
"2069",9,"Boschniakia himalaica",46.6
"2070",9,"Boschniakia himalaica",46.6
"2071",9,"Boschniakia himalaica",46.6
"2072",9,"Boschniakia himalaica",46.6
"2073",9,"Boschniakia himalaica",46.6
"2074",9,"Boschniakia himalaica",46.6
"2075",9,"Boschniakia himalaica",31.1
"2076",9,"Boschniakia himalaica",125.9
"2077",9,"Boschniakia himalaica",125.9
"2078",9,"Boschniakia himalaica",125.9
"2079",9,"Boschniakia himalaica",87.7
"2080",9,"Boschniakia himalaica",87.7
"2081",9,"Boschniakia himalaica",87.7
"2082",9,"Boschniakia himalaica",87.7
"2083",9,"Boschniakia himalaica",90.1
"2084",9,"Boschniakia himalaica",90.1
"2085",9,"Boschniakia himalaica",90.1
"2086",9,"Boschniakia himalaica",90.1
"2087",9,"Boschniakia himalaica",90.1
"2088",9,"Boschniakia himalaica",90.1
"2089",9,"Boschniakia himalaica",90.1
"2090",9,"Boschniakia himalaica",90.1
"2091",9,"Boschniakia himalaica",24.4
"2092",9,"Boschniakia himalaica",24
"2093",9,"Boschniakia himalaica",6.5
"2094",9,"Boschniakia himalaica",6.5
"2095",9,"Boschniakia himalaica",17.1
"2096",9,"Boschniakia himalaica",40.6
"2097",9,"Boschniakia himalaica",15.2
"2098",9,"Boschniakia himalaica",15.2
"2099",9,"Boschniakia himalaica",118.4
"2100",9,"Boschniakia himalaica",33.8
"2101",9,"Boschniakia himalaica",10
"2102",9,"Boschniakia himalaica",10
"2103",9,"Boschniakia himalaica",44
"2104",9,"Boschniakia himalaica",44
"2105",9,"Boschniakia himalaica",44
"2106",9,"Boschniakia himalaica",44
"2107",9,"Boschniakia himalaica",44
"2108",9,"Boschniakia himalaica",44
"2109",9,"Boschniakia himalaica",44
"2110",9,"Boschniakia himalaica",44
"2111",9,"Boschniakia himalaica",44
"2112",9,"Boschniakia himalaica",44
"2113",9,"Boschniakia himalaica",44
"2114",9,"Boschniakia himalaica",44
"2115",9,"Boschniakia himalaica",44
"2116",9,"Boschniakia himalaica",44
"2117",9,"Boschniakia himalaica",44
"2118",9,"Boschniakia himalaica",44
"2119",9,"Boschniakia himalaica",44
"2120",9,"Boschniakia himalaica",44
"2121",9,"Boschniakia himalaica",44
"2122",9,"Boschniakia himalaica",44
"2123",9,"Boschniakia himalaica",44
"2124",9,"Boschniakia himalaica",44
"2125",9,"Boschniakia himalaica",44
"2126",9,"Boschniakia himalaica",44
"2127",9,"Boschniakia himalaica",44
"2128",9,"Boschniakia himalaica",11.1
"2129",9,"Boschniakia himalaica",0
"2130",9,"Boschniakia himalaica",103.8
"2131",9,"Boschniakia himalaica",103.8
"2132",9,"Boschniakia himalaica",18.3
"2133",9,"Boschniakia himalaica",17.8
"2134",9,"Boschniakia himalaica",17.8
"2135",9,"Boschniakia himalaica",67.8
"2136",9,"Boschniakia himalaica",15.6
"2137",9,"Boschniakia himalaica",64.1
"2138",9,"Boschniakia himalaica",64.1
"2139",9,"Boschniakia himalaica",73.2
"2140",9,"Boschniakia himalaica",73.2
"2141",9,"Boschniakia himalaica",73.2
"2142",9,"Boschniakia himalaica",73.2
"2143",9,"Boschniakia himalaica",73.2
"2144",9,"Boschniakia himalaica",73.2
"2145",9,"Boschniakia himalaica",64.5
"2146",9,"Boschniakia himalaica",64.5
"2147",9,"Boschniakia himalaica",16.1
"2148",9,"Boschniakia himalaica",75.5
"2149",9,"Boschniakia himalaica",52
"2150",9,"Boschniakia himalaica",52
"2151",9,"Boschniakia himalaica",52
"2152",9,"Boschniakia himalaica",52
"2153",9,"Boschniakia himalaica",41.8
"2154",9,"Boschniakia himalaica",41.8
"2155",9,"Boschniakia himalaica",41.8
"2156",9,"Boschniakia himalaica",41.8
"2157",9,"Boschniakia himalaica",41.8
"2158",9,"Boschniakia himalaica",25.5
"2159",9,"Boschniakia himalaica",29.3
"2160",9,"Boschniakia himalaica",29.3
"2161",9,"Boschniakia himalaica",29.3
"2162",9,"Boschniakia himalaica",43.7
"2163",9,"Boschniakia himalaica",110.5
"2164",9,"Boschniakia himalaica",110.5
"2165",9,"Boschniakia himalaica",134
"2166",9,"Boschniakia himalaica",134
"2167",9,"Boschniakia himalaica",134
"2168",9,"Boschniakia himalaica",121
"2169",9,"Boschniakia himalaica",121
"2170",9,"Boschniakia himalaica",122.9
"2171",9,"Boschniakia himalaica",48
"2172",9,"Boschniakia himalaica",2.2
"2173",9,"Boschniakia himalaica",52.6
"2174",9,"Boschniakia himalaica",52.6
"2175",9,"Boschniakia himalaica",52.6
"2176",9,"Boschniakia himalaica",52.6
"2177",9,"Boschniakia himalaica",52.6
"2178",9,"Boschniakia himalaica",52.6
"2179",9,"Boschniakia himalaica",134.2
"2180",9,"Boschniakia himalaica",134.2
"2181",9,"Boschniakia himalaica",19.4
"2182",9,"Boschniakia himalaica",30.3
"2183",9,"Boschniakia himalaica",20.5
"2184",9,"Boschniakia himalaica",20.5
"2185",9,"Boschniakia himalaica",52.6
"2186",9,"Boschniakia himalaica",58.4
"2187",9,"Boschniakia himalaica",58.4
"2188",9,"Boschniakia himalaica",58.4
"2189",9,"Boschniakia himalaica",58.4
"2190",9,"Boschniakia himalaica",58.4
"2191",9,"Boschniakia himalaica",147.3
"2192",9,"Boschniakia himalaica",147.3
"2193",9,"Boschniakia himalaica",147.3
"2194",9,"Boschniakia himalaica",147.3
"2195",9,"Boschniakia himalaica",147.3
"2196",9,"Boschniakia himalaica",53.3
"2197",9,"Boschniakia himalaica",124.5
"2198",9,"Boschniakia himalaica",124.5
"2199",9,"Boschniakia himalaica",124.5
"2200",9,"Boschniakia himalaica",129.8
"2201",9,"Boschniakia himalaica",13.5
"2202",9,"Boschniakia himalaica",142.9
"2203",9,"Boschniakia himalaica",23
"2204",9,"Boschniakia himalaica",37.2
"2205",9,"Boschniakia himalaica",2.8
"2206",9,"Boschniakia himalaica",88.5
"2207",9,"Boschniakia himalaica",65.3
"2208",9,"Boschniakia himalaica",65.3
"2209",9,"Boschniakia himalaica",57.5
"2210",9,"Boschniakia himalaica",57.5
"2211",9,"Boschniakia himalaica",47.9
"2212",9,"Boschniakia himalaica",26.9
"2213",9,"Boschniakia himalaica",23.3
"2214",9,"Boschniakia himalaica",14.2
"2215",10,"Brachypodium kawakamii",52.9
"2216",10,"Brachypodium kawakamii",47.2
"2217",10,"Brachypodium kawakamii",39.1
"2218",10,"Brachypodium kawakamii",13.5
"2219",10,"Brachypodium kawakamii",23.8
"2220",10,"Brachypodium kawakamii",11.7
"2221",10,"Brachypodium kawakamii",11.7
"2222",10,"Brachypodium kawakamii",65.7
"2223",10,"Brachypodium kawakamii",65.7
"2224",10,"Brachypodium kawakamii",65.7
"2225",10,"Brachypodium kawakamii",65.7
"2226",10,"Brachypodium kawakamii",65.7
"2227",10,"Brachypodium kawakamii",65.7
"2228",10,"Brachypodium kawakamii",23.8
"2229",10,"Brachypodium kawakamii",14.2
"2230",10,"Brachypodium kawakamii",42
"2231",10,"Brachypodium kawakamii",42
"2232",10,"Brachypodium kawakamii",90.9
"2233",10,"Brachypodium kawakamii",150.5
"2234",10,"Brachypodium kawakamii",27.8
"2235",10,"Brachypodium kawakamii",29.7
"2236",10,"Brachypodium kawakamii",35.8
"2237",10,"Brachypodium kawakamii",24.8
"2238",10,"Brachypodium kawakamii",26.2
"2239",10,"Brachypodium kawakamii",43.3
"2240",10,"Brachypodium kawakamii",43.3
"2241",10,"Brachypodium kawakamii",43.3
"2242",10,"Brachypodium kawakamii",43.3
"2243",10,"Brachypodium kawakamii",43.3
"2244",10,"Brachypodium kawakamii",43.3
"2245",10,"Brachypodium kawakamii",32.4
"2246",10,"Brachypodium kawakamii",36.5
"2247",10,"Brachypodium kawakamii",28.9
"2248",10,"Brachypodium kawakamii",32.3
"2249",10,"Brachypodium kawakamii",35.9
"2250",10,"Brachypodium kawakamii",35.9
"2251",10,"Brachypodium kawakamii",79.7
"2252",10,"Brachypodium kawakamii",23.6
"2253",10,"Brachypodium kawakamii",16
"2254",10,"Brachypodium kawakamii",16
"2255",10,"Brachypodium kawakamii",13.8
"2256",10,"Brachypodium kawakamii",13.8
"2257",10,"Brachypodium kawakamii",13.8
"2258",10,"Brachypodium kawakamii",13.8
"2259",10,"Brachypodium kawakamii",13.8
"2260",10,"Brachypodium kawakamii",13.8
"2261",10,"Brachypodium kawakamii",21.4
"2262",10,"Brachypodium kawakamii",21.4
"2263",10,"Brachypodium kawakamii",21.4
"2264",10,"Brachypodium kawakamii",21.4
"2265",10,"Brachypodium kawakamii",23
"2266",10,"Brachypodium kawakamii",37
"2267",10,"Brachypodium kawakamii",37
"2268",10,"Brachypodium kawakamii",37
"2269",10,"Brachypodium kawakamii",37
"2270",10,"Brachypodium kawakamii",56.9
"2271",10,"Brachypodium kawakamii",34.6
"2272",10,"Brachypodium kawakamii",38.6
"2273",10,"Brachypodium kawakamii",38.1
"2274",10,"Brachypodium kawakamii",112.8
"2275",10,"Brachypodium kawakamii",24
"2276",10,"Brachypodium kawakamii",24
"2277",10,"Brachypodium kawakamii",24
"2278",10,"Brachypodium kawakamii",32.9
"2279",10,"Brachypodium kawakamii",130.9
"2280",10,"Brachypodium kawakamii",206
"2281",11,"Calamagrostis filifolia",168.4
"2282",11,"Calamagrostis filifolia",242.5
"2283",11,"Calamagrostis filifolia",242.5
"2284",11,"Calamagrostis filifolia",17.5
"2285",11,"Calamagrostis filifolia",0
"2286",11,"Calamagrostis filifolia",8.5
"2287",11,"Calamagrostis filifolia",32.4
"2288",11,"Calamagrostis filifolia",31.9
"2289",11,"Calamagrostis filifolia",31.9
"2290",11,"Calamagrostis filifolia",0
"2291",11,"Calamagrostis filifolia",0
"2292",11,"Calamagrostis filifolia",34.8
"2293",11,"Calamagrostis filifolia",73.9
"2294",11,"Calamagrostis filifolia",249.9
"2295",11,"Calamagrostis filifolia",249.9
"2296",11,"Calamagrostis filifolia",249.9
"2297",11,"Calamagrostis filifolia",249.9
"2298",11,"Calamagrostis filifolia",249.9
"2299",11,"Calamagrostis filifolia",249.9
"2300",11,"Calamagrostis filifolia",249.9
"2301",11,"Calamagrostis filifolia",249.9
"2302",11,"Calamagrostis filifolia",249.9
"2303",11,"Calamagrostis filifolia",249.9
"2304",11,"Calamagrostis filifolia",249.9
"2305",11,"Calamagrostis filifolia",249.9
"2306",11,"Calamagrostis filifolia",249.9
"2307",11,"Calamagrostis filifolia",15.2
"2308",11,"Calamagrostis filifolia",15.2
"2309",11,"Calamagrostis filifolia",11.2
"2310",11,"Calamagrostis filifolia",11.2
"2311",11,"Calamagrostis filifolia",11.2
"2312",11,"Calamagrostis filifolia",48.9
"2313",11,"Calamagrostis filifolia",48.9
"2314",11,"Calamagrostis filifolia",17.6
"2315",11,"Calamagrostis filifolia",143.5
"2316",11,"Calamagrostis filifolia",74.4
"2317",11,"Calamagrostis filifolia",44.2
"2318",11,"Calamagrostis filifolia",65.4
"2319",11,"Calamagrostis filifolia",86.8
"2320",11,"Calamagrostis filifolia",86.8
"2321",11,"Calamagrostis filifolia",25.4
"2322",11,"Calamagrostis filifolia",62.4
"2323",11,"Calamagrostis filifolia",22.2
"2324",11,"Calamagrostis filifolia",37.4
"2325",11,"Calamagrostis filifolia",60
"2326",11,"Calamagrostis filifolia",19.5
"2327",11,"Calamagrostis filifolia",67.7
"2328",11,"Calamagrostis filifolia",67.7
"2329",11,"Calamagrostis filifolia",67.7
"2330",11,"Calamagrostis filifolia",76.1
"2331",11,"Calamagrostis filifolia",53.4
"2332",11,"Calamagrostis filifolia",64
"2333",11,"Calamagrostis filifolia",55.7
"2334",11,"Calamagrostis filifolia",112.3
"2335",11,"Calamagrostis filifolia",105.1
"2336",11,"Calamagrostis filifolia",130.3
"2337",11,"Calamagrostis filifolia",130.3
"2338",11,"Calamagrostis filifolia",130.3
"2339",11,"Calamagrostis filifolia",130.3
"2340",11,"Calamagrostis filifolia",130.3
"2341",11,"Calamagrostis filifolia",129.3
"2342",11,"Calamagrostis filifolia",129.3
"2343",11,"Calamagrostis filifolia",86.6
"2344",11,"Calamagrostis filifolia",81.2
"2345",11,"Calamagrostis filifolia",93.1
"2346",11,"Calamagrostis filifolia",93.1
"2347",11,"Calamagrostis filifolia",93.1
"2348",11,"Calamagrostis filifolia",165.3
"2349",11,"Calamagrostis filifolia",126
"2350",11,"Calamagrostis filifolia",65.7
"2351",11,"Calamagrostis filifolia",47.6
"2352",11,"Calamagrostis filifolia",16
"2353",11,"Calamagrostis filifolia",37
"2354",11,"Calamagrostis filifolia",77.5
"2355",11,"Calamagrostis filifolia",122.1
"2356",11,"Calamagrostis filifolia",122.1
"2357",11,"Calamagrostis filifolia",122.1
"2358",11,"Calamagrostis filifolia",122.1
"2359",11,"Calamagrostis filifolia",122.1
"2360",11,"Calamagrostis filifolia",137.8
"2361",11,"Calamagrostis filifolia",137.8
"2362",11,"Calamagrostis filifolia",133.9
"2363",11,"Calamagrostis filifolia",109.5
"2364",11,"Calamagrostis filifolia",109.5
"2365",11,"Calamagrostis filifolia",89.6
"2366",11,"Calamagrostis filifolia",99.3
"2367",11,"Calamagrostis filifolia",99.3
"2368",11,"Calamagrostis filifolia",130.6
"2369",11,"Calamagrostis filifolia",137.9
"2370",11,"Calamagrostis filifolia",137.9
"2371",11,"Calamagrostis filifolia",124
"2372",11,"Calamagrostis filifolia",124
"2373",11,"Calamagrostis filifolia",124
"2374",11,"Calamagrostis filifolia",124
"2375",11,"Calamagrostis filifolia",74.4
"2376",11,"Calamagrostis filifolia",74.4
"2377",11,"Calamagrostis filifolia",74.4
"2378",11,"Calamagrostis filifolia",122.3
"2379",11,"Calamagrostis filifolia",87.7
"2380",11,"Calamagrostis filifolia",87.7
"2381",11,"Calamagrostis filifolia",87.7
"2382",11,"Calamagrostis filifolia",90.1
"2383",11,"Calamagrostis filifolia",90.1
"2384",11,"Calamagrostis filifolia",90.1
"2385",11,"Calamagrostis filifolia",90.1
"2386",11,"Calamagrostis filifolia",73.9
"2387",11,"Calamagrostis filifolia",41.8
"2388",11,"Calamagrostis filifolia",41.8
"2389",11,"Calamagrostis filifolia",52.6
"2390",11,"Calamagrostis filifolia",52.6
"2391",11,"Calamagrostis filifolia",52.6
"2392",11,"Calamagrostis filifolia",52.6
"2393",11,"Calamagrostis filifolia",52.6
"2394",11,"Calamagrostis filifolia",52.6
"2395",11,"Calamagrostis filifolia",29.3
"2396",11,"Calamagrostis filifolia",29.3
"2397",11,"Calamagrostis filifolia",29.3
"2398",11,"Calamagrostis filifolia",29.3
"2399",11,"Calamagrostis filifolia",24.5
"2400",11,"Calamagrostis filifolia",60.8
"2401",11,"Calamagrostis filifolia",60.8
"2402",11,"Calamagrostis filifolia",60.8
"2403",11,"Calamagrostis filifolia",58.4
"2404",11,"Calamagrostis filifolia",58.4
"2405",11,"Calamagrostis filifolia",58.4
"2406",11,"Calamagrostis filifolia",58.4
"2407",11,"Calamagrostis filifolia",47.3
"2408",11,"Calamagrostis filifolia",47.3
"2409",11,"Calamagrostis filifolia",47.3
"2410",12,"Carex breviculmis",167.2
"2411",12,"Carex breviculmis",152.5
"2412",12,"Carex breviculmis",152.5
"2413",12,"Carex breviculmis",169.1
"2414",12,"Carex breviculmis",170.2
"2415",12,"Carex breviculmis",166.5
"2416",12,"Carex breviculmis",168.2
"2417",12,"Carex breviculmis",166.6
"2418",12,"Carex breviculmis",171.3
"2419",12,"Carex breviculmis",171.3
"2420",12,"Carex breviculmis",170.2
"2421",12,"Carex breviculmis",179.6
"2422",12,"Carex breviculmis",170.9
"2423",12,"Carex breviculmis",172
"2424",12,"Carex breviculmis",167.6
"2425",12,"Carex breviculmis",115.6
"2426",12,"Carex breviculmis",115.6
"2427",12,"Carex breviculmis",112.9
"2428",12,"Carex breviculmis",109.3
"2429",12,"Carex breviculmis",109.3
"2430",12,"Carex breviculmis",111.7
"2431",12,"Carex breviculmis",113.7
"2432",12,"Carex breviculmis",106.9
"2433",12,"Carex breviculmis",106.9
"2434",12,"Carex breviculmis",120.4
"2435",12,"Carex breviculmis",120.4
"2436",12,"Carex breviculmis",120.4
"2437",12,"Carex breviculmis",120.4
"2438",12,"Carex breviculmis",120.4
"2439",12,"Carex breviculmis",121.6
"2440",12,"Carex breviculmis",121.6
"2441",12,"Carex breviculmis",121.6
"2442",12,"Carex breviculmis",118.5
"2443",12,"Carex breviculmis",143
"2444",12,"Carex breviculmis",143
"2445",12,"Carex breviculmis",143
"2446",12,"Carex breviculmis",99.3
"2447",12,"Carex breviculmis",83.9
"2448",12,"Carex breviculmis",83.9
"2449",12,"Carex breviculmis",82.7
"2450",12,"Carex breviculmis",76.7
"2451",12,"Carex breviculmis",85
"2452",12,"Carex breviculmis",81.1
"2453",12,"Carex breviculmis",86.2
"2454",12,"Carex breviculmis",87.9
"2455",12,"Carex breviculmis",84.3
"2456",12,"Carex breviculmis",84.7
"2457",12,"Carex breviculmis",125.6
"2458",12,"Carex breviculmis",117
"2459",12,"Carex breviculmis",137.1
"2460",12,"Carex breviculmis",121.3
"2461",12,"Carex breviculmis",123.9
"2462",12,"Carex breviculmis",143.7
"2463",12,"Carex breviculmis",143.7
"2464",12,"Carex breviculmis",150.1
"2465",12,"Carex breviculmis",131.6
"2466",12,"Carex breviculmis",154.1
"2467",12,"Carex breviculmis",154.1
"2468",12,"Carex breviculmis",154.5
"2469",12,"Carex breviculmis",153.8
"2470",12,"Carex breviculmis",151.7
"2471",12,"Carex breviculmis",140.6
"2472",12,"Carex breviculmis",140.6
"2473",12,"Carex breviculmis",125.6
"2474",12,"Carex breviculmis",155.2
"2475",12,"Carex breviculmis",156.3
"2476",12,"Carex breviculmis",151.2
"2477",12,"Carex breviculmis",148.7
"2478",12,"Carex breviculmis",150.7
"2479",12,"Carex breviculmis",148.7
"2480",12,"Carex breviculmis",155
"2481",12,"Carex breviculmis",152.5
"2482",12,"Carex breviculmis",151
"2483",12,"Carex breviculmis",149.6
"2484",12,"Carex breviculmis",152.5
"2485",12,"Carex breviculmis",149.6
"2486",12,"Carex breviculmis",149.6
"2487",12,"Carex breviculmis",151
"2488",12,"Carex breviculmis",149.6
"2489",12,"Carex breviculmis",149.6
"2490",12,"Carex breviculmis",152.5
"2491",12,"Carex breviculmis",149.6
"2492",12,"Carex breviculmis",155.6
"2493",12,"Carex breviculmis",149.6
"2494",12,"Carex breviculmis",114.7
"2495",12,"Carex breviculmis",112.5
"2496",12,"Carex breviculmis",112.5
"2497",12,"Carex breviculmis",106.3
"2498",12,"Carex breviculmis",107.7
"2499",12,"Carex breviculmis",80.7
"2500",12,"Carex breviculmis",159
"2501",12,"Carex breviculmis",106.7
"2502",12,"Carex breviculmis",94.9
"2503",12,"Carex breviculmis",75.8
"2504",12,"Carex breviculmis",106
"2505",12,"Carex breviculmis",153.3
"2506",12,"Carex breviculmis",153.3
"2507",12,"Carex breviculmis",64.8
"2508",12,"Carex breviculmis",117.9
"2509",12,"Carex breviculmis",126
"2510",12,"Carex breviculmis",131.4
"2511",12,"Carex breviculmis",130.9
"2512",12,"Carex breviculmis",128.8
"2513",12,"Carex breviculmis",128.8
"2514",12,"Carex breviculmis",134.6
"2515",12,"Carex breviculmis",132.5
"2516",12,"Carex breviculmis",132.6
"2517",12,"Carex breviculmis",105.1
"2518",12,"Carex breviculmis",83.7
"2519",12,"Carex breviculmis",103.8
"2520",12,"Carex breviculmis",99.8
"2521",12,"Carex breviculmis",88.3
"2522",12,"Carex breviculmis",93.2
"2523",12,"Carex breviculmis",78.7
"2524",12,"Carex breviculmis",97
"2525",12,"Carex breviculmis",97.8
"2526",12,"Carex breviculmis",83.3
"2527",12,"Carex breviculmis",104.1
"2528",12,"Carex breviculmis",104.1
"2529",12,"Carex breviculmis",142.8
"2530",12,"Carex breviculmis",119.9
"2531",12,"Carex breviculmis",100.2
"2532",12,"Carex breviculmis",110.5
"2533",12,"Carex breviculmis",115.7
"2534",12,"Carex breviculmis",149.5
"2535",12,"Carex breviculmis",116.1
"2536",12,"Carex breviculmis",108.9
"2537",12,"Carex breviculmis",107.9
"2538",12,"Carex breviculmis",101.9
"2539",12,"Carex breviculmis",114.3
"2540",12,"Carex breviculmis",105.6
"2541",12,"Carex breviculmis",104.2
"2542",12,"Carex breviculmis",104.2
"2543",12,"Carex breviculmis",100.2
"2544",12,"Carex breviculmis",100.2
"2545",12,"Carex breviculmis",100.2
"2546",12,"Carex breviculmis",94.2
"2547",12,"Carex breviculmis",93.4
"2548",12,"Carex breviculmis",93.3
"2549",12,"Carex breviculmis",100
"2550",12,"Carex breviculmis",100
"2551",12,"Carex breviculmis",94.2
"2552",12,"Carex breviculmis",100
"2553",12,"Carex breviculmis",94.2
"2554",12,"Carex breviculmis",95
"2555",12,"Carex breviculmis",105.7
"2556",12,"Carex breviculmis",89.5
"2557",12,"Carex breviculmis",89.5
"2558",12,"Carex breviculmis",91
"2559",12,"Carex breviculmis",89.3
"2560",12,"Carex breviculmis",97.7
"2561",12,"Carex breviculmis",95
"2562",12,"Carex breviculmis",90.7
"2563",12,"Carex breviculmis",100.9
"2564",12,"Carex breviculmis",95.8
"2565",12,"Carex breviculmis",97.6
"2566",12,"Carex breviculmis",95.5
"2567",12,"Carex breviculmis",93.5
"2568",12,"Carex breviculmis",113.5
"2569",12,"Carex breviculmis",104.5
"2570",12,"Carex breviculmis",108.3
"2571",12,"Carex breviculmis",95.2
"2572",12,"Carex breviculmis",103.6
"2573",12,"Carex breviculmis",106.9
"2574",12,"Carex breviculmis",103.2
"2575",12,"Carex breviculmis",101.2
"2576",12,"Carex breviculmis",119.7
"2577",12,"Carex breviculmis",110.7
"2578",12,"Carex breviculmis",104.6
"2579",12,"Carex breviculmis",104.6
"2580",12,"Carex breviculmis",104.1
"2581",12,"Carex breviculmis",110.2
"2582",12,"Carex breviculmis",110.2
"2583",12,"Carex breviculmis",108.6
"2584",12,"Carex breviculmis",107.8
"2585",12,"Carex breviculmis",114.5
"2586",12,"Carex breviculmis",113.6
"2587",12,"Carex breviculmis",112.5
"2588",12,"Carex breviculmis",109.5
"2589",12,"Carex breviculmis",110.4
"2590",12,"Carex breviculmis",116.8
"2591",12,"Carex breviculmis",105.6
"2592",12,"Carex breviculmis",97.2
"2593",12,"Carex breviculmis",99.9
"2594",12,"Carex breviculmis",92.9
"2595",12,"Carex breviculmis",60.9
"2596",12,"Carex breviculmis",135.3
"2597",12,"Carex breviculmis",104.6
"2598",12,"Carex breviculmis",99.7
"2599",12,"Carex breviculmis",99.7
"2600",12,"Carex breviculmis",106.7
"2601",12,"Carex breviculmis",120.4
"2602",12,"Carex breviculmis",106.8
"2603",12,"Carex breviculmis",118.6
"2604",12,"Carex breviculmis",103.7
"2605",12,"Carex breviculmis",127.8
"2606",12,"Carex breviculmis",106.7
"2607",12,"Carex breviculmis",107
"2608",12,"Carex breviculmis",127.8
"2609",12,"Carex breviculmis",107.9
"2610",12,"Carex breviculmis",119.9
"2611",12,"Carex breviculmis",111.1
"2612",12,"Carex breviculmis",111.3
"2613",12,"Carex breviculmis",49.9
"2614",12,"Carex breviculmis",53.8
"2615",12,"Carex breviculmis",128.8
"2616",12,"Carex breviculmis",57.4
"2617",12,"Carex breviculmis",117.9
"2618",12,"Carex breviculmis",56.2
"2619",12,"Carex breviculmis",56.2
"2620",12,"Carex breviculmis",55.8
"2621",12,"Carex breviculmis",56.1
"2622",12,"Carex breviculmis",97
"2623",12,"Carex breviculmis",97
"2624",12,"Carex breviculmis",97
"2625",12,"Carex breviculmis",97
"2626",12,"Carex breviculmis",55.2
"2627",12,"Carex breviculmis",97
"2628",12,"Carex breviculmis",97
"2629",12,"Carex breviculmis",97
"2630",12,"Carex breviculmis",97
"2631",12,"Carex breviculmis",46
"2632",12,"Carex breviculmis",46
"2633",12,"Carex breviculmis",97.4
"2634",12,"Carex breviculmis",97.4
"2635",12,"Carex breviculmis",44.7
"2636",12,"Carex breviculmis",49.7
"2637",12,"Carex breviculmis",97.4
"2638",12,"Carex breviculmis",88.4
"2639",12,"Carex breviculmis",97.4
"2640",12,"Carex breviculmis",97.4
"2641",12,"Carex breviculmis",88.4
"2642",12,"Carex breviculmis",45.3
"2643",12,"Carex breviculmis",91.6
"2644",12,"Carex breviculmis",97.4
"2645",12,"Carex breviculmis",51.5
"2646",12,"Carex breviculmis",49.6
"2647",12,"Carex breviculmis",45.3
"2648",12,"Carex breviculmis",49.6
"2649",12,"Carex breviculmis",44.7
"2650",12,"Carex breviculmis",45.3
"2651",12,"Carex breviculmis",90.7
"2652",12,"Carex breviculmis",50
"2653",12,"Carex breviculmis",92.8
"2654",12,"Carex breviculmis",90.7
"2655",12,"Carex breviculmis",43.9
"2656",12,"Carex breviculmis",90.2
"2657",12,"Carex breviculmis",43.9
"2658",12,"Carex breviculmis",90.7
"2659",12,"Carex breviculmis",53
"2660",12,"Carex breviculmis",57.8
"2661",12,"Carex breviculmis",53
"2662",12,"Carex breviculmis",56.2
"2663",12,"Carex breviculmis",55
"2664",12,"Carex breviculmis",79.8
"2665",12,"Carex breviculmis",53.8
"2666",12,"Carex breviculmis",81.9
"2667",12,"Carex breviculmis",78.7
"2668",12,"Carex breviculmis",47.5
"2669",12,"Carex breviculmis",72.3
"2670",12,"Carex breviculmis",51.4
"2671",12,"Carex breviculmis",59.8
"2672",12,"Carex breviculmis",59.8
"2673",12,"Carex breviculmis",65.8
"2674",12,"Carex breviculmis",65.8
"2675",12,"Carex breviculmis",62.4
"2676",12,"Carex breviculmis",55.5
"2677",12,"Carex breviculmis",52.4
"2678",12,"Carex breviculmis",58
"2679",12,"Carex breviculmis",52.4
"2680",12,"Carex breviculmis",48.8
"2681",12,"Carex breviculmis",39.8
"2682",12,"Carex breviculmis",56.5
"2683",12,"Carex breviculmis",37.3
"2684",12,"Carex breviculmis",85.1
